Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
0,0.615,0.495,0.15,1.0105,0.4455,0.2195,0.265,9
1,0.62,0.47,0.15,1.064,0.4905,0.2495,0.255,8
0,0.53,0.425,0.14,0.7935,0.3295,0.1825,0.225,14
2,0.135,0.13,0.035,0.0175,0.0075,0.0045,0.005,3
1,0.645,0.505,0.175,1.1655,0.5105,0.262,0.315,9
0,0.59,0.465,0.17,0.9265,0.3925,0.2125,0.285,10
2,0.565,0.45,0.125,0.875,0.414,0.12,0.1845,9
2,0.55,0.425,0.14,0.7365,0.3345,0.1575,0.23,8
0,0.54,0.425,0.15,0.874,0.3565,0.171,0.213,9
2,0.355,0.29,0.1,0.3,0.14,0.0625,0.085,6
1,0.57,0.465,0.135,0.799,0.3245,0.2195,0.22,9
2,0.37,0.29,0.09,0.281,0.1145,0.062,0.07,7
1,0.62,0.45,0.195,1.012,0.3705,0.1965,0.3,16
2,0.37,0.285,0.085,0.266,0.0995,0.061,0.09,6
0,0.565,0.44,0.14,0.9265,0.447,0.1625,0.255,10
0,0.61,0.48,0.16,1.217,0.5,0.2875,0.29,8
0,0.625,0.47,0.175,1.1545,0.5865,0.247,0.305,9
2,0.365,0.275,0.09,0.2475,0.0935,0.053,0.0675,7
0,0.615,0.525,0.16,1.2255,0.3735,0.2625,0.315,19
2,0.475,0.365,0.115,0.4725,0.2025,0.0825,0.1135,9
0,0.59,0.475,0.145,1.04,0.4235,0.2195,0.285,15
2,0.405,0.3,0.1,0.2885,0.1225,0.0675,0.085,7
2,0.44,0.34,0.12,0.425,0.18,0.0905,0.12,7
1,0.475,0.375,0.14,0.547,0.192,0.1145,0.22,12
2,0.45,0.335,0.125,0.5445,0.231,0.1045,0.15,8
2,0.53,0.425,0.14,0.7185,0.262,0.1615,0.26,15
2,0.425,0.325,0.1,0.3825,0.1695,0.0655,0.125,6
2,0.33,0.23,0.075,0.1445,0.056,0.0265,0.05,7
2,0.405,0.31,0.1,0.3055,0.126,0.061,0.085,6
1,0.64,0.515,0.165,1.31,0.4935,0.3155,0.39,10
2,0.435,0.335,0.115,0.434,0.1715,0.0785,0.1325,8
1,0.685,0.55,0.165,1.7775,0.871,0.3255,0.43,11
1,0.645,0.5,0.205,1.6445,0.647,0.3705,0.495,9
2,0.255,0.195,0.06,0.082,0.037,0.0125,0.0215,6
2,0.455,0.35,0.105,0.397,0.1895,0.0805,0.109,7
0,0.61,0.48,0.18,1.1805,0.564,0.2245,0.36,11
0,0.625,0.49,0.155,1.2255,0.541,0.26,0.345,9
1,0.505,0.42,0.14,0.5755,0.236,0.125,0.185,8
2,0.505,0.395,0.135,0.6335,0.3075,0.1215,0.17,8
2,0.5,0.4,0.115,0.6765,0.2945,0.143,0.204,8
0,0.465,0.365,0.13,0.525,0.2065,0.108,0.185,15
0,0.605,0.47,0.18,1.05,0.44,0.2575,0.295,13
2,0.5,0.38,0.13,0.5805,0.2825,0.1155,0.165,9
2,0.415,0.315,0.1,0.3565,0.142,0.0865,0.11,7
0,0.575,0.45,0.11,1.0985,0.4645,0.227,0.238,9
1,0.565,0.445,0.205,0.945,0.3625,0.206,0.275,12
2,0.37,0.28,0.085,0.252,0.1075,0.05,0.054,7
2,0.485,0.36,0.12,0.5155,0.2485,0.092,0.147,8
2,0.195,0.135,0.08,0.0345,0.0145,0.0075,0.01,4
1,0.68,0.55,0.185,1.711,0.5755,0.3235,0.41,13
2,0.35,0.265,0.095,0.259,0.0975,0.0525,0.078,6
2,0.52,0.405,0.135,0.7265,0.282,0.1455,0.201,9
1,0.61,0.495,0.155,1.09,0.4305,0.212,0.335,10
1,0.695,0.535,0.185,1.8185,0.8195,0.409,0.461,12
1,0.565,0.465,0.15,0.9245,0.405,0.196,0.2515,9
0,0.645,0.51,0.18,1.4415,0.6775,0.3315,0.39,10
0,0.6,0.475,0.16,1.13,0.5055,0.2785,0.2885,9
1,0.575,0.46,0.13,0.873,0.3695,0.1725,0.26,9
0,0.65,0.525,0.175,1.5365,0.6665,0.3585,0.405,11
0,0.595,0.47,0.16,0.99,0.4005,0.2135,0.36,11
1,0.655,0.52,0.19,1.5535,0.695,0.4105,0.4195,10
2,0.635,0.485,0.145,1.0725,0.46,0.1725,0.36,10
2,0.525,0.4,0.13,0.664,0.3085,0.137,0.18,13
2,0.44,0.34,0.11,0.4055,0.175,0.0935,0.1345,8
0,0.525,0.4,0.135,0.6435,0.2705,0.138,0.209,10
2,0.39,0.275,0.085,0.2655,0.098,0.065,0.0605,6
1,0.51,0.4,0.14,0.6115,0.229,0.1445,0.1785,10
0,0.715,0.57,0.24,2.003,0.8295,0.4095,0.565,11
0,0.305,0.225,0.075,0.1445,0.0575,0.0305,0.05,7
0,0.57,0.44,0.155,0.9265,0.3875,0.2135,0.27,12
2,0.525,0.435,0.135,0.7665,0.3275,0.16,0.2055,8
1,0.59,0.47,0.19,1.1235,0.4955,0.239,0.33,18
1,0.5,0.405,0.16,0.8935,0.3145,0.1615,0.315,19
2,0.45,0.355,0.11,0.468,0.2075,0.1025,0.1325,8
2,0.45,0.35,0.115,0.4255,0.21,0.0745,0.12,8
0,0.615,0.46,0.18,1.1055,0.5685,0.2025,0.315,9
1,0.56,0.435,0.145,0.9335,0.3675,0.174,0.25,10
0,0.65,0.52,0.195,1.6275,0.7295,0.3585,0.48,12
0,0.585,0.455,0.145,0.945,0.3155,0.2235,0.295,17
2,0.51,0.385,0.135,0.6675,0.266,0.1715,0.2055,11
2,0.325,0.24,0.085,0.1645,0.078,0.0335,0.043,7
1,0.615,0.52,0.165,1.097,0.4215,0.2345,0.354,15
1,0.66,0.525,0.205,1.8025,0.7395,0.4695,0.4375,10
2,0.215,0.15,0.03,0.0385,0.0115,0.005,0.0125,4
1,0.61,0.48,0.165,1.034,0.378,0.2035,0.27,14
2,0.575,0.47,0.155,1.074,0.5115,0.2035,0.283,8
1,0.55,0.425,0.145,0.7965,0.295,0.1525,0.245,12
2,0.485,0.355,0.135,0.5725,0.2495,0.0755,0.165,7
0,0.645,0.525,0.19,1.6135,0.777,0.4035,0.3685,13
1,0.595,0.46,0.16,1.0265,0.428,0.244,0.305,10
0,0.57,0.435,0.135,0.837,0.3835,0.1915,0.245,8
2,0.495,0.38,0.14,0.4775,0.2085,0.089,0.15,9
0,0.665,0.515,0.175,1.6405,0.831,0.3575,0.371,11
0,0.58,0.435,0.145,0.839,0.3355,0.191,0.2175,8
2,0.36,0.26,0.085,0.1785,0.0745,0.0415,0.053,6
2,0.48,0.39,0.14,0.627,0.2615,0.149,0.181,9
0,0.6,0.475,0.145,0.966,0.3935,0.1745,0.295,14
0,0.655,0.525,0.175,1.5185,0.6355,0.3585,0.395,10
2,0.525,0.405,0.125,0.7655,0.3675,0.1405,0.17,8
2,0.345,0.275,0.09,0.2365,0.0915,0.045,0.069,7
1,0.58,0.445,0.155,0.907,0.358,0.2025,0.26,15
2,0.435,0.33,0.115,0.4385,0.1955,0.0745,0.1,8
0,0.69,0.59,0.175,1.7775,0.5695,0.367,0.4465,12
2,0.48,0.37,0.14,0.4775,0.1885,0.0885,0.175,9
2,0.215,0.17,0.05,0.048,0.0185,0.017,0.01,5
2,0.495,0.38,0.125,0.6575,0.2975,0.1295,0.18,10
0,0.44,0.35,0.105,0.4335,0.1685,0.075,0.109,7
1,0.47,0.35,0.105,0.4705,0.1675,0.117,0.126,8
0,0.71,0.555,0.17,1.4385,0.6865,0.286,0.271,11
1,0.675,0.525,0.18,1.402,0.4385,0.3405,0.39,14
0,0.545,0.43,0.125,0.7665,0.349,0.1685,0.2385,9
0,0.55,0.44,0.15,0.8705,0.407,0.2105,0.213,9
2,0.275,0.2,0.07,0.1375,0.0545,0.0225,0.0405,7
0,0.665,0.525,0.175,1.4075,0.5885,0.2975,0.375,9
1,0.64,0.505,0.165,1.097,0.4185,0.212,0.42,16
0,0.56,0.445,0.165,0.945,0.38,0.1725,0.375,19
0,0.62,0.495,0.2,1.4255,0.659,0.336,0.39,13
0,0.41,0.305,0.1,0.368,0.173,0.0565,0.095,7
0,0.57,0.46,0.14,0.874,0.4245,0.22,0.225,8
1,0.625,0.48,0.145,1.0615,0.5095,0.2045,0.305,9
1,0.565,0.435,0.185,1.0375,0.476,0.204,0.3,15
2,0.515,0.395,0.125,0.6355,0.3015,0.1315,0.185,9
2,0.52,0.41,0.13,0.6765,0.2945,0.156,0.2,10
0,0.57,0.44,0.15,0.9365,0.4605,0.1835,0.24,9
0,0.5,0.4,0.125,0.5865,0.2365,0.118,0.15,7
0,0.52,0.4,0.135,0.657,0.288,0.1505,0.168,10
0,0.535,0.41,0.13,0.7395,0.3485,0.127,0.215,7
2,0.45,0.35,0.105,0.462,0.2065,0.096,0.1175,8
2,0.51,0.4,0.13,0.6295,0.2555,0.1455,0.195,9
2,0.4,0.3,0.11,0.324,0.1255,0.07,0.0855,7
2,0.43,0.335,0.105,0.406,0.1675,0.081,0.135,8
1,0.555,0.435,0.14,0.7395,0.3125,0.1755,0.22,13
0,0.4,0.305,0.085,0.2845,0.117,0.0625,0.085,11
2,0.295,0.215,0.08,0.083,0.0295,0.0215,0.031,4
1,0.475,0.36,0.115,0.499,0.2055,0.0965,0.1175,14
2,0.24,0.175,0.055,0.082,0.036,0.0145,0.016,5
1,0.435,0.325,0.11,0.3975,0.1445,0.0885,0.12,8
2,0.46,0.355,0.115,0.4315,0.194,0.0635,0.1335,8
0,0.585,0.455,0.165,0.974,0.3695,0.2175,0.36,18
2,0.4,0.34,0.1,0.3265,0.1315,0.076,0.105,9
2,0.285,0.21,0.08,0.127,0.052,0.0265,0.042,6
1,0.53,0.425,0.145,0.7175,0.2725,0.1545,0.24,10
2,0.485,0.35,0.12,0.5525,0.233,0.1395,0.155,9
0,0.6,0.475,0.145,1.1435,0.556,0.228,0.305,10
1,0.575,0.47,0.17,1.137,0.4605,0.25,0.29,10
0,0.635,0.5,0.155,1.1955,0.643,0.19,0.358,10
2,0.51,0.385,0.13,0.6025,0.2875,0.1225,0.15,7
0,0.585,0.46,0.145,1.0045,0.4985,0.1715,0.26,10
2,0.28,0.205,0.06,0.1115,0.0335,0.0155,0.035,6
2,0.37,0.29,0.1,0.3055,0.1155,0.062,0.078,5
0,0.545,0.42,0.15,0.813,0.3475,0.1635,0.18,9
2,0.355,0.29,0.09,0.3275,0.134,0.072,0.09,7
1,0.695,0.55,0.165,1.489,0.7755,0.2875,0.3675,10
0,0.56,0.44,0.16,0.97,0.3755,0.2655,0.265,12
1,0.595,0.445,0.16,1.055,0.4525,0.231,0.23,8
0,0.525,0.405,0.16,0.9145,0.38,0.176,0.25,17
0,0.55,0.435,0.13,0.8735,0.3,0.1925,0.22,11
2,0.49,0.385,0.135,0.578,0.2435,0.1245,0.17,9
2,0.59,0.46,0.13,0.955,0.4815,0.171,0.269,9
2,0.435,0.33,0.095,0.3535,0.141,0.06,0.12,9
0,0.575,0.47,0.135,0.8205,0.3715,0.163,0.235,9
2,0.425,0.31,0.1,0.2645,0.0925,0.0575,0.0715,7
2,0.425,0.325,0.11,0.3675,0.146,0.0935,0.12,8
1,0.535,0.4,0.16,0.7335,0.2865,0.1535,0.215,9
0,0.16,0.11,0.035,0.024,0.0095,0.008,0.005,4
1,0.55,0.435,0.155,0.871,0.3395,0.1755,0.255,12
0,0.55,0.435,0.155,0.839,0.295,0.1815,0.28,13
0,0.565,0.455,0.14,0.906,0.38,0.2095,0.265,11
1,0.535,0.42,0.135,0.739,0.32,0.1465,0.21,9
0,0.325,0.26,0.075,0.1785,0.0675,0.0285,0.04,6
2,0.475,0.365,0.11,0.528,0.237,0.1265,0.1265,8
1,0.6,0.48,0.18,1.2455,0.4955,0.2475,0.425,15
0,0.455,0.36,0.115,0.4915,0.2095,0.1145,0.1325,8
2,0.405,0.315,0.1,0.2765,0.1175,0.0575,0.0835,8
2,0.425,0.325,0.095,0.309,0.143,0.061,0.077,7
0,0.66,0.51,0.185,1.5455,0.6705,0.3365,0.415,10
0,0.68,0.52,0.175,1.542,0.7525,0.395,0.374,9
2,0.365,0.275,0.08,0.1985,0.0495,0.0395,0.0735,6
1,0.575,0.42,0.16,0.958,0.446,0.1835,0.275,11
0,0.625,0.49,0.165,1.262,0.5715,0.258,0.317,9
2,0.345,0.255,0.085,0.1785,0.0625,0.0365,0.05,6
0,0.625,0.485,0.195,1.1785,0.5285,0.3065,0.3115,17
1,0.62,0.465,0.15,1.0915,0.4715,0.2395,0.274,9
0,0.58,0.44,0.155,0.8875,0.3685,0.166,0.2455,10
0,0.575,0.465,0.14,0.9605,0.4455,0.2105,0.27,9
1,0.48,0.395,0.135,0.6335,0.2,0.1295,0.2495,12
0,0.595,0.465,0.135,1.0325,0.4595,0.223,0.275,10
0,0.6,0.47,0.175,1.0285,0.4535,0.2355,0.285,11
2,0.52,0.4,0.14,0.657,0.3085,0.1675,0.16,8
2,0.46,0.345,0.11,0.4905,0.251,0.1045,0.1,8
2,0.3,0.215,0.065,0.1185,0.048,0.0225,0.042,6
0,0.58,0.45,0.145,0.923,0.3275,0.2385,0.275,11
2,0.375,0.28,0.08,0.2255,0.11,0.042,0.06,7
2,0.25,0.18,0.065,0.0685,0.0245,0.013,0.0225,4
2,0.385,0.29,0.095,0.2575,0.1215,0.0625,0.07,7
1,0.555,0.435,0.135,0.8265,0.3485,0.1835,0.235,9
1,0.555,0.44,0.135,0.964,0.44,0.1715,0.21,9
0,0.57,0.445,0.145,0.9275,0.3925,0.195,0.215,10
1,0.58,0.44,0.165,0.869,0.35,0.1605,0.255,13
0,0.58,0.445,0.135,0.839,0.3,0.196,0.28,13
1,0.525,0.4,0.13,0.717,0.3105,0.1745,0.195,9
1,0.63,0.485,0.16,1.2415,0.6605,0.2495,0.3,12
1,0.62,0.485,0.14,1.122,0.5245,0.2215,0.28,12
1,0.67,0.485,0.18,1.3715,0.637,0.2965,0.305,9
0,0.265,0.205,0.085,0.102,0.039,0.0215,0.034,8
2,0.555,0.435,0.15,0.858,0.3485,0.1685,0.255,9
2,0.555,0.41,0.15,0.872,0.3625,0.1455,0.285,16
1,0.565,0.425,0.14,0.8375,0.3495,0.1725,0.24,11
0,0.485,0.37,0.125,0.5445,0.2435,0.096,0.139,7
2,0.51,0.4,0.125,0.5655,0.234,0.123,0.145,14
0,0.635,0.505,0.165,1.1805,0.5305,0.283,0.315,11
2,0.565,0.455,0.165,1.031,0.5055,0.2395,0.27,9
2,0.43,0.33,0.105,0.3715,0.1755,0.081,0.095,7
2,0.39,0.3,0.095,0.2685,0.1175,0.0515,0.085,7
0,0.565,0.44,0.165,0.9715,0.347,0.239,0.285,13
0,0.625,0.5,0.155,1.1565,0.5475,0.1965,0.33,12
0,0.575,0.435,0.145,0.876,0.3685,0.1615,0.27,10
1,0.53,0.43,0.125,0.7155,0.255,0.166,0.22,10
0,0.59,0.46,0.135,1.0105,0.5305,0.2245,0.238,8
2,0.325,0.25,0.085,0.1735,0.072,0.0345,0.056,7
2,0.245,0.19,0.065,0.059,0.0145,0.016,0.015,5
0,0.475,0.37,0.1,0.4355,0.197,0.0925,0.145,8
1,0.57,0.465,0.14,0.98,0.4495,0.2195,0.24,8
1,0.65,0.515,0.2,1.4255,0.659,0.336,0.38,12
1,0.54,0.43,0.16,0.9045,0.44,0.1835,0.223,9
0,0.66,0.51,0.185,1.6355,0.539,0.33,0.475,13
0,0.5,0.38,0.115,0.547,0.232,0.11,0.15,8
1,0.67,0.515,0.15,1.2435,0.5305,0.3125,0.3,9
1,0.6,0.47,0.17,1.057,0.427,0.2335,0.354,13
0,0.68,0.54,0.205,1.7885,0.7425,0.408,0.58,20
1,0.68,0.56,0.205,1.636,0.6075,0.298,0.47,10
0,0.575,0.46,0.15,0.911,0.44,0.1895,0.245,10
1,0.675,0.54,0.2,1.597,0.6935,0.318,0.47,16
1,0.36,0.27,0.085,0.2225,0.0935,0.0545,0.06,6
0,0.56,0.44,0.13,0.9175,0.4255,0.201,0.237,10
1,0.53,0.41,0.145,0.8295,0.3785,0.15,0.206,9
2,0.335,0.25,0.09,0.17,0.073,0.0405,0.055,6
0,0.545,0.405,0.125,0.7865,0.3295,0.1455,0.23,9
2,0.53,0.425,0.125,0.7155,0.3005,0.17,0.205,11
1,0.665,0.525,0.17,1.5785,0.678,0.229,0.456,11
2,0.4,0.3,0.11,0.2885,0.118,0.066,0.075,8
0,0.595,0.47,0.155,1.1345,0.4265,0.2455,0.3275,11
1,0.475,0.385,0.115,0.5425,0.2375,0.1165,0.155,8
0,0.51,0.42,0.14,0.769,0.361,0.1585,0.21,8
2,0.455,0.355,0.11,0.4385,0.2175,0.0935,0.11,8
1,0.53,0.415,0.155,0.8175,0.3075,0.1905,0.265,11
1,0.515,0.405,0.13,0.7205,0.261,0.1405,0.245,20
1,0.59,0.465,0.145,0.981,0.4605,0.1905,0.2265,11
1,0.75,0.575,0.235,2.155,1.0145,0.427,0.5155,11
0,0.5,0.375,0.12,0.61,0.2755,0.1295,0.16,8
1,0.715,0.555,0.205,1.8025,0.8115,0.3645,0.55,12
0,0.57,0.45,0.135,0.8975,0.38,0.2135,0.245,8
0,0.535,0.41,0.12,0.6555,0.2635,0.158,0.192,9
1,0.675,0.55,0.165,1.711,0.873,0.3305,0.41,10
0,0.495,0.395,0.125,0.5755,0.2735,0.1265,0.175,12
1,0.6,0.455,0.155,1.124,0.4955,0.2025,0.3,11
2,0.475,0.365,0.12,0.5805,0.2405,0.1075,0.15,7
2,0.35,0.265,0.075,0.1745,0.074,0.037,0.055,7
0,0.585,0.465,0.165,0.9555,0.4595,0.1825,0.295,9
2,0.56,0.425,0.125,0.7145,0.2975,0.1775,0.205,10
1,0.465,0.37,0.14,0.4825,0.1705,0.117,0.1565,11
1,0.575,0.45,0.185,0.874,0.3105,0.1955,0.285,13
0,0.61,0.47,0.15,1.1155,0.547,0.2425,0.2985,9
2,0.575,0.445,0.14,0.737,0.2945,0.1395,0.235,11
0,0.45,0.34,0.135,0.4555,0.1945,0.1045,0.1375,8
1,0.44,0.34,0.105,0.4385,0.2025,0.0975,0.1115,6
0,0.485,0.375,0.12,0.537,0.2295,0.1045,0.16,8
1,0.525,0.405,0.15,0.7665,0.2745,0.1635,0.255,13
1,0.595,0.485,0.15,1.077,0.4995,0.221,0.35,10
2,0.62,0.47,0.17,0.9755,0.4335,0.2185,0.2635,9
1,0.505,0.405,0.13,0.6995,0.2495,0.1665,0.26,9
0,0.535,0.4,0.125,0.717,0.358,0.1445,0.194,8
1,0.665,0.495,0.19,1.587,0.6805,0.379,0.37,14
2,0.415,0.325,0.115,0.417,0.1545,0.0925,0.1015,8
2,0.415,0.315,0.095,0.33,0.1575,0.066,0.09,7
0,0.435,0.34,0.115,0.4085,0.1755,0.0985,0.125,8
2,0.6,0.445,0.14,1.056,0.445,0.2185,0.228,8
0,0.575,0.445,0.14,0.9275,0.4535,0.1435,0.1865,8
2,0.375,0.285,0.095,0.2455,0.111,0.0305,0.0675,9
1,0.51,0.4,0.115,0.738,0.3065,0.1795,0.168,10
0,0.57,0.465,0.145,0.8875,0.3305,0.2295,0.262,15
2,0.34,0.235,0.08,0.1845,0.078,0.0455,0.055,7
2,0.52,0.4,0.115,0.59,0.2505,0.1145,0.19,8
0,0.575,0.45,0.15,0.966,0.38,0.1785,0.27,9
1,0.45,0.35,0.11,0.474,0.182,0.0935,0.12,9
2,0.27,0.205,0.055,0.106,0.0415,0.018,0.035,4
0,0.58,0.455,0.15,0.9395,0.3275,0.202,0.32,13
1,0.605,0.47,0.15,1.1745,0.5235,0.273,0.3185,11
0,0.52,0.395,0.105,0.5375,0.231,0.0985,0.155,9
2,0.435,0.315,0.1,0.257,0.0915,0.039,0.08,7
2,0.615,0.475,0.125,0.938,0.428,0.2245,0.2515,9
2,0.375,0.26,0.095,0.2155,0.088,0.0475,0.066,9
0,0.52,0.39,0.125,0.5885,0.25,0.1365,0.161,10
2,0.13,0.12,0.03,0.014,0.0045,0.005,0.004,5
0,0.485,0.365,0.13,0.6335,0.25,0.1365,0.175,12
1,0.465,0.39,0.125,0.5265,0.2105,0.1185,0.195,13
1,0.67,0.53,0.185,1.541,0.6415,0.3585,0.4045,10
2,0.445,0.345,0.115,0.4095,0.1465,0.0885,0.12,6
1,0.58,0.46,0.135,0.879,0.3735,0.1635,0.276,14
2,0.38,0.285,0.085,0.2725,0.115,0.0625,0.07,6
2,0.45,0.335,0.115,0.4265,0.1895,0.0865,0.1185,7
0,0.685,0.545,0.19,1.6015,0.5925,0.296,0.4,12
2,0.445,0.355,0.12,0.4265,0.1695,0.0965,0.12,7
2,0.405,0.305,0.095,0.3415,0.173,0.0625,0.09,8
2,0.385,0.295,0.09,0.258,0.0905,0.056,0.075,8
2,0.47,0.35,0.105,0.4565,0.175,0.095,0.135,8
0,0.6,0.475,0.165,1.0045,0.4385,0.2435,0.27,9
0,0.55,0.435,0.175,0.908,0.2775,0.1615,0.315,13
1,0.655,0.515,0.225,1.402,0.53,0.3035,0.455,16
1,0.54,0.425,0.12,0.686,0.3075,0.1375,0.22,10
0,0.64,0.47,0.175,1.2905,0.5805,0.3115,0.3315,9
1,0.66,0.52,0.19,1.4245,0.667,0.3135,0.37,12
2,0.275,0.2,0.065,0.084,0.0335,0.0185,0.03,6
2,0.43,0.335,0.105,0.379,0.1405,0.0825,0.11,7
1,0.64,0.5,0.18,1.2785,0.5725,0.2745,0.31,9
2,0.38,0.285,0.095,0.2685,0.115,0.038,0.0765,7
2,0.32,0.22,0.065,0.1165,0.0415,0.0265,0.035,5
2,0.37,0.295,0.08,0.256,0.1155,0.0485,0.085,6
1,0.345,0.255,0.075,0.18,0.0725,0.0515,0.055,6
0,0.64,0.5,0.185,1.3695,0.532,0.2555,0.485,15
2,0.405,0.3,0.1,0.282,0.1255,0.0635,0.09,8
2,0.315,0.24,0.08,0.1775,0.073,0.0425,0.055,6
2,0.52,0.395,0.14,0.549,0.248,0.1315,0.169,8
0,0.53,0.42,0.125,0.8115,0.341,0.1875,0.2035,7
0,0.575,0.465,0.155,0.872,0.4595,0.17,0.217,9
2,0.52,0.38,0.13,0.6355,0.2895,0.1245,0.18,8
0,0.53,0.415,0.135,0.769,0.2945,0.1415,0.2135,10
2,0.265,0.19,0.07,0.0905,0.0275,0.018,0.03,5
2,0.505,0.4,0.14,0.6615,0.3245,0.1405,0.169,8
2,0.485,0.38,0.125,0.617,0.25,0.1375,0.16,8
1,0.56,0.45,0.14,0.9245,0.3415,0.1885,0.24,9
0,0.675,0.55,0.195,1.829,0.8435,0.3115,0.4855,15
0,0.6,0.475,0.16,1.14,0.53,0.2385,0.29,9
1,0.585,0.47,0.165,1.115,0.4055,0.2665,0.34,14
2,0.565,0.49,0.135,0.9245,0.405,0.2175,0.255,14
2,0.56,0.445,0.13,0.8045,0.3325,0.1725,0.263,10
0,0.565,0.455,0.145,0.8775,0.399,0.1845,0.23,9
2,0.54,0.425,0.13,0.765,0.3945,0.1325,0.235,8
1,0.605,0.5,0.185,1.5455,0.6985,0.3175,0.378,9
0,0.655,0.51,0.19,1.494,0.708,0.347,0.405,10
2,0.31,0.235,0.09,0.1255,0.052,0.0235,0.043,6
1,0.645,0.515,0.165,1.3745,0.564,0.3315,0.3645,9
2,0.425,0.325,0.1,0.3695,0.1685,0.07,0.097,8
2,0.17,0.125,0.045,0.0235,0.009,0.005,0.008,8
2,0.27,0.15,0.04,0.0345,0.01,0.0045,0.01,4
2,0.3,0.22,0.08,0.127,0.039,0.0235,0.042,8
0,0.53,0.39,0.125,0.5865,0.2295,0.1275,0.205,7
1,0.64,0.505,0.19,1.2435,0.4835,0.2595,0.48,14
2,0.46,0.375,0.11,0.4025,0.1775,0.0945,0.12,8
1,0.59,0.455,0.155,0.974,0.45,0.2135,0.235,9
0,0.61,0.47,0.19,1.198,0.531,0.2565,0.335,12
2,0.315,0.23,0.06,0.139,0.057,0.0325,0.04,5
1,0.61,0.495,0.175,1.3685,0.622,0.2935,0.3595,9
1,0.615,0.47,0.205,1.3415,0.5995,0.248,0.49,10
0,0.55,0.425,0.145,0.8825,0.2675,0.1785,0.35,14
2,0.56,0.445,0.155,0.871,0.3305,0.1805,0.26,11
2,0.415,0.31,0.105,0.2865,0.0945,0.0575,0.095,9
1,0.47,0.38,0.135,0.5305,0.2245,0.1085,0.17,14
2,0.37,0.275,0.09,0.2625,0.096,0.0545,0.07,8
0,0.775,0.575,0.205,2.032,0.735,0.435,0.5,14
1,0.415,0.325,0.105,0.366,0.1535,0.0645,0.0945,7
1,0.61,0.495,0.175,1.1075,0.4525,0.2165,0.34,13
1,0.575,0.465,0.155,0.974,0.4235,0.2055,0.285,13
0,0.58,0.445,0.155,1.0565,0.4915,0.2245,0.25,9
1,0.645,0.53,0.195,1.3385,0.6055,0.2885,0.41,17
0,0.66,0.51,0.175,1.4405,0.6565,0.2985,0.345,11
1,0.65,0.525,0.18,1.463,0.658,0.2925,0.4115,9
1,0.525,0.42,0.17,0.879,0.3285,0.1625,0.26,14
2,0.28,0.21,0.07,0.1195,0.05,0.0265,0.035,5
1,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,8
2,0.375,0.28,0.08,0.2915,0.1245,0.0345,0.0665,6
0,0.71,0.58,0.195,2.398,0.927,0.3935,0.665,12
2,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,7
2,0.33,0.25,0.075,0.1405,0.056,0.035,0.0415,7
0,0.49,0.375,0.125,0.5555,0.252,0.1135,0.165,8
1,0.595,0.475,0.155,1.019,0.4525,0.2025,0.35,10
2,0.455,0.355,0.12,0.488,0.2175,0.108,0.13,7
2,0.315,0.235,0.075,0.179,0.061,0.0255,0.05,6
2,0.3,0.23,0.065,0.1385,0.0585,0.0285,0.042,6
2,0.32,0.24,0.075,0.1695,0.076,0.0395,0.042,7
1,0.435,0.335,0.125,0.393,0.1585,0.081,0.0975,11
0,0.68,0.53,0.17,1.6645,0.6665,0.309,0.448,10
0,0.6,0.48,0.175,1.1045,0.475,0.23,0.365,8
1,0.545,0.42,0.135,0.782,0.3295,0.19,0.22,9
0,0.555,0.42,0.135,0.717,0.3385,0.1565,0.22,9
0,0.58,0.46,0.135,0.974,0.4355,0.2035,0.2385,9
1,0.625,0.535,0.19,1.4385,0.638,0.3,0.455,16
0,0.475,0.35,0.125,0.5135,0.241,0.1025,0.155,8
2,0.58,0.45,0.16,0.8795,0.341,0.2165,0.305,15
0,0.57,0.45,0.145,0.8675,0.3485,0.1715,0.24,12
0,0.61,0.47,0.16,1.2625,0.5985,0.2635,0.275,10
1,0.71,0.54,0.19,1.761,0.8195,0.3525,0.4305,11
2,0.54,0.415,0.135,0.7455,0.3675,0.1565,0.1925,8
2,0.185,0.125,0.05,0.0385,0.0125,0.0075,0.009,4
2,0.385,0.3,0.105,0.3245,0.1595,0.0795,0.08,7
1,0.57,0.43,0.165,0.833,0.354,0.144,0.2815,9
2,0.41,0.305,0.1,0.282,0.1255,0.06,0.09,7
1,0.645,0.5,0.205,1.6645,0.727,0.36,0.445,12
2,0.385,0.29,0.1,0.2505,0.112,0.0565,0.0775,7
2,0.5,0.38,0.12,0.5805,0.2535,0.0945,0.16,8
2,0.415,0.315,0.105,0.3175,0.1215,0.064,0.097,8
2,0.405,0.305,0.105,0.3415,0.1575,0.0785,0.09,7
0,0.6,0.47,0.15,1.099,0.4915,0.26,0.245,9
2,0.4,0.29,0.09,0.287,0.1405,0.0545,0.075,6
1,0.585,0.455,0.15,1.0455,0.4915,0.2315,0.265,11
1,0.68,0.54,0.21,1.523,0.5995,0.3045,0.455,12
2,0.47,0.355,0.135,0.5175,0.25,0.1165,0.125,8
2,0.61,0.435,0.155,0.9885,0.3845,0.2835,0.29,11
